id,titulo,version
799,Dilexisti,Solesmes
801,Domine Deus meus in te,Solesmes
800,Sancti tui... florebunt,Solesmes
807,Propter veritatem,Solesmes
808,Timete Dominum,Solesmes
802,Jubilate Deo,Solesmes
776,Sitientes,Solesmes
806,Spiritus... super me... praedicare,Solesmes
809,Timeat eum,Solesmes
778,Exsultabit,Solesmes
777,Justus ut palma (Off.),Solesmes
782,Panis quem ego,Solesmes
811,Laetentur caeli,Solesmes
810,Meditabor,Solesmes
774,Caro mea vere,Solesmes
813,Modicum,Solesmes
812,Super flumina,Solesmes
817,Hosanna filio David,
815,Quasi arcus,Solesmes
814,In conspectu... adorabo (All),Solesmes
816,Vere tu es,Solesmes
791,Minuisti eum,Solesmes
793,Nunc ergo,Solesmes
792,Manum suam,Solesmes
820,Domine refugium,Solesmes
823,Requiescant,Solesmes
819,Pacifice loquebantur,Solesmes
825,Kyrie III,Solesmes
794,Cantabo Domino,Solesmes
822,Deus dum egredereris,Solesmes
821,O Joachim,Solesmes
818,Tibi Domine,Solesmes
824,Domine exaudi,Solesmes
829,Jacta cogitatum,Solesmes
826,Congregate illi,Solesmes
832,Ite VIII,Solesmes
828,Aufer a me,Solesmes
827,Inveni David,Solesmes
830,Ego autem cum justitia,Solesmes
831,Narraverunt,Solesmes
836,Justorum animae (All.),Solesmes
833,Multitudo... ad Jesum,Solesmes
838,Sanctificavit,Solesmes
839,In Deo laudabo,Solesmes
834,Angelis suis,Solesmes
842,Exaudi Deus,Solesmes
840,Audi filia... quia concupivit (Grad.),Solesmes
837,Factus es,Solesmes
835,Justorum animae (Off.),Solesmes
841,Sperent in te,Solesmes
851,Adjutor meus,Solesmes
848,Domine convertere,Solesmes
847,Tu puer,Solesmes
844,Feci judicium,Solesmes
853,Stabat sancta Maria,Solesmes
843,Ave Maria... et benedictus,Solesmes
852,Haec est generatio,Solesmes
846,Simon Joannis,Solesmes
856,Ite XI,Solesmes
845,Lauda Jerusalem,Solesmes
859,Dulce lignum,Solesmes
854,Laetare,Solesmes
850,Tu es Deus,Solesmes
857,Minuisti eum,Solesmes
858,Ego diligentes,Solesmes
849,Mihi autem absit. Ps. Voce,Solesmes
855,Excita Domine,Solesmes
860,Benedicite gentes,Solesmes
871,Sanctus XVII,Solesmes
873,Christus factus est,Solesmes
